web_scraper_order,web_scraper_start_url,type_vetements,price,adress,limg_link
"1765184132-1028","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Blousons  enfant","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfant-2837197"
"1765184132-1029","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","3 500CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2831975"
"1765184132-1030","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits garçon","7 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-garcon-2830504"
"1765184132-1031","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe bébé","6 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-2827196"
"1765184132-1032","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pyjamas","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pyjamas-2820655"
"1765184132-1033","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","8 500CFA","Geule Tapée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2820367"
"1765184132-1034","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","8 500CFA","Geule Tapée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2820366"
"1765184132-1035","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812825"
"1765184132-1036","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2812824"
"1765184367-1037","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  pour garçon","4 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-garcon-3137963"
"1765184367-1038","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemises garçon","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-garcon-3125676"
"1765184367-1039","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3125619"
"1765184367-1040","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe pour enfants","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-3117591"
"1765184367-1041","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","20 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3113417"
"1765184367-1042","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-3110386"
"1765184367-1043","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-3110145"
"1765184367-1044","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe princesse","5 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-3106812"
"1765184367-1045","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe bazin riche brodé fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bazin-riche-brode-fait-main-3106119"
"1765184367-1046","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfants-3104022"
"1765184367-1047","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-friperie-3104018"
"1765184367-1048","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3103497"
"1765184367-1049","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3101212"
"1765184367-1050","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Prêt à porter enfants","10 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pret-a-porter-enfants-3100941"
"1765184367-1051","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3100042"
"1765184367-1052","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe pour bébé","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-bebe-3098724"
"1765184367-1053","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3098344"
"1765184367-1054","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3098340"
"1765184367-1055","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3097531"
"1765184367-1056","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3097522"
"1765184367-1057","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3097519"
"1765184367-1058","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles pour enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pour-enfants-3097512"
"1765184367-1059","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Bazin riche avec broderie","18 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/bazin-riche-avec-broderie-3092548"
"1765184367-1060","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","8 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3091601"
"1765184367-1061","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3091599"
"1765184367-1062","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3091597"
"1765184367-1063","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polo Enfant","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/polo-enfant-3091593"
"1765184367-1064","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3091582"
"1765184367-1065","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfant","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3091576"
"1765184367-1066","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3091356"
"1765184367-1067","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","3 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3091353"
"1765184367-1068","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalons jeans enfants","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-jeans-enfants-3091181"
"1765184367-1069","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble petit garçon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-3088972"
"1765184367-1070","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3088723"
"1765184367-1071","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Tunique enfant","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tunique-enfant-3087733"
"1765184367-1072","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements friperie enfants","1 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfants-3087186"
"1765184367-1073","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-3086775"
"1765184367-1074","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-3086774"
"1765184367-1075","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-3086770"
"1765184367-1076","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086234"
"1765184367-1077","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086230"
"1765184367-1078","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086229"
"1765184367-1079","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225"
"1765184367-1080","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220"
"1765184367-1081","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787"
"1765184367-1082","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","1 300CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311"
"1765184367-1083","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","10 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390"
"1765184367-1084","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Boxer enfant","6 500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069"
"1765184367-1085","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126"
"1765184367-1086","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113"
"1765184367-1087","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708"
"1765184367-1088","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Body bébé","10 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/body-bebe-3067317"
"1765184367-1089","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère bébé","3 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3067315"
"1765184367-1090","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","7 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627"
"1765184367-1091","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfant-3061615"
"1765184367-1092","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601"
"1765184367-1093","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300"
"1765184367-1094","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602"
"1765184367-1095","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595"
"1765184367-1096","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","2 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056588"
"1765184367-1097","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3056583"
"1765184367-1098","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3056578"
"1765184367-1099","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-enfant-3056575"
"1765184367-1100","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3056574"
"1765184367-1101","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble blouson enfant","6 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-enfant-3053772"
"1765184367-1102","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-enfant-3051993"
