web_scraper_order,web_scraper_start_url,type_vetements,price,adress,limg_link
"1765183892-902","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772900"
"1765183892-903","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772898"
"1765183892-904","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772893"
"1765183892-905","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2772889"
"1765183892-906","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Slip enfant","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-2768119"
"1765183892-907","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2766569"
"1765183892-908","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2766396"
"1765183892-909","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble enfant","14 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2759100"
"1765183892-910","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble enfant","23 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2756979"
"1765183892-911","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755646"
"1765183892-912","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755643"
"1765183892-913","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755638"
"1765183892-914","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2755635"
"1765183892-915","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe pour fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-fillette-2755628"
"1765183892-916","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement enfant","4 900CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2754017"
"1765183892-917","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Pantalon jeans enfant","4 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-enfant-2754003"
"1765183892-918","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","T-shirts filles","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirts-filles-2752944"
"1765183892-919","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble enfants","Prix sur demande","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2750061"
"1765183892-920","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe","5 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-2749797"
"1765183892-921","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfant","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2746833"
"1765183892-922","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble bébé","11 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2743223"
"1765183892-923","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Patibato bébé","2 500CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/patibato-bebe-2742338"
"1765183892-924","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble 5 pièces","12 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-5-pieces-2742301"
"1765183892-925","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble enfant","9 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2741154"
"1765183892-926","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble Vêtement Enfants","9 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfants-2741144"
"1765183892-927","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2738771"
"1765183892-928","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble enfant coton 100%","12 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-coton-100-2736363"
"1765183892-929","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfant","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2735012"
"1765183892-930","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements pour bébé","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-2733550"
"1765183892-931","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe pour bébé","4 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-bebe-2732602"
"1765183892-932","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement bébé","2 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-2732177"
"1765183892-933","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble robe  bébé","5 500CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-bebe-2732121"
"1765183892-934","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement Enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2731820"
"1765183892-935","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Ensemble jogging","12 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-jogging-2729083"
"1765183892-936","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfant","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2723988"
"1765183892-937","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe wax enfant","4 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-wax-enfant-2720039"
"1765183892-938","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe de fête","1 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-fete-2717833"
"1765183892-939","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement Enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2710758"
"1765183892-940","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement Enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2710757"
"1765183892-941","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2710755"
"1765183892-942","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement Enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2710752"
"1765183892-943","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Grenouillère enfants","6 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-enfants-2707354"
"1765183892-944","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtements enfants","3 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2701503"
"1765183892-945","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-2699126"
"1765183892-946","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe enfant","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2697563"
"1765183892-947","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe enfant","5 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2697206"
"1765183892-948","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2695762"
"1765183892-949","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2695741"
"1765183892-950","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Robe fillette","7 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-2695739"
"1765183892-951","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement Enfants","7 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2694916"
"1765183892-952","https://sn.coinafrique.com/categorie/vetements-enfants?page=11","Vêtement Enfants","3 500CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2694887"
"1765184132-953","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble pour bébé","9 500CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-bebe-3024581"
"1765184132-954","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour enfant de 0 à 13ans","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfant-de-0-a-13ans-3019124"
"1765184132-955","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble chemise - pantalon enfant","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-chemise-pantalon-enfant-3017358"
"1765184132-956","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon jeans enfants","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-enfants-3017355"
"1765184132-957","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","3 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3013660"
"1765184132-958","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3013647"
"1765184132-959","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon jeans friperie enfants","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-friperie-enfants-3012395"
"1765184132-960","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble chemise - pantalon jeans friperie","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-chemise-pantalon-jeans-friperie-3012391"
"1765184132-961","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pantalon jeans friperie","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-friperie-3012387"
"1765184132-962","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3008320"
"1765184132-963","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Lot de vêtements friperie de 0 à 12ans","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/lot-de-vetements-friperie-de-0-a-12ans-3000888"
"1765184132-964","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble maillots enfants","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-maillots-enfants-2997124"
"1765184132-965","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robes filles","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-filles-2991324"
"1765184132-966","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","5 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2983859"
"1765184132-967","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2981375"
"1765184132-968","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2979283"
"1765184132-969","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","7 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2971081"
"1765184132-970","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Caleçon enfant","1 500CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/calecon-enfant-2970911"
"1765184132-971","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","5 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2970729"
"1765184132-972","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2961090"
"1765184132-973","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2961086"
"1765184132-974","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2961083"
"1765184132-975","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements pour nouveau né","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-nouveau-ne-2959262"
"1765184132-976","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2959258"
"1765184132-977","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements nouveau-né","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-nouveau-ne-2959257"
"1765184132-978","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements  bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2959255"
"1765184132-979","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2959248"
"1765184132-980","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour garçon","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/kit-de-priere-pour-garcon-2959193"
"1765184132-981","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Kit de prière pour fille","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/kit-de-priere-pour-fille-2959180"
"1765184132-982","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2958974"
"1765184132-983","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement bébé","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-2958970"
"1765184132-984","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Sous vêtements fille","3 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-fille-2956441"
"1765184132-985","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe pour filles","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-filles-2956437"
"1765184132-986","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-2951605"
"1765184132-987","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2942141"
"1765184132-988","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Shorts garçon","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/shorts-garcon-2940112"
"1765184132-989","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits enfants","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-2939878"
"1765184132-990","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfants-2939012"
"1765184132-991","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2938994"
"1765184132-992","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2938990"
"1765184132-993","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements friperie enfants","1 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfants-2938986"
"1765184132-994","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-2938981"
"1765184132-995","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2938979"
"1765184132-996","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2938975"
"1765184132-997","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2938684"
"1765184132-998","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-2938680"
"1765184132-999","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-2938653"
"1765184132-1000","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles enfant","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfant-2933246"
"1765184132-1001","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","6 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2925176"
"1765184132-1002","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blouson enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-blouson-enfants-2923009"
"1765184132-1003","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé sortie de bain","8 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-sortie-de-bain-2920795"
"1765184132-1004","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-blousons-2919804"
"1765184132-1005","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-2913239"
"1765184132-1006","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","2 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2904738"
"1765184132-1007","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtement enfant","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-2904731"
"1765184132-1008","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-2904713"
"1765184132-1009","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pull","8 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pull-2898864"
"1765184132-1010","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble veste","15 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-2894368"
"1765184132-1011","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille","11 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-de-fille-2879908"
"1765184132-1012","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble de fille nouveau né","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-de-fille-nouveau-ne-2879903"
"1765184132-1013","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensembles blousons","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-blousons-2877447"
"1765184132-1014","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","2 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-2862996"
"1765184132-1015","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","7 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-2862982"
"1765184132-1016","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-2862977"
"1765184132-1017","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenue mardi gras","5 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-2862973"
"1765184132-1018","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenues mardi gras","8 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenues-mardi-gras-2862971"
"1765184132-1019","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-pantalon-2855625"
"1765184132-1020","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-pantalon-2855622"
"1765184132-1021","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-2851844"
"1765184132-1022","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe enfant","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-2850857"
"1765184132-1023","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robes de fées","25 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-de-fees-2848670"
"1765184132-1024","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-2848046"
"1765184132-1025","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-2847552"
"1765184132-1026","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Lange-bébé","6 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/lange-bebe-2842909"
"1765184132-1027","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements prêt à porter","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pret-a-porter-2841444"
