web_scraper_order,web_scraper_start_url,price,adress,type_shoes,img
"1765197753-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905406"
"1765197753-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905401"
"1765197753-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905399"
"1765197753-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905397"
"1765197753-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905394"
"1765197753-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905388"
"1765197753-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905385"
"1765197753-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905383"
"1765197753-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905378"
"1765197753-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905376"
"1765197753-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905373"
"1765197753-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905369"
"1765197753-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905367"
"1765197753-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905365"
"1765197753-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905363"
"1765197753-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-905360"
"1765197753-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-905353"
"1765197753-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","12 000CFA","Dakar, Sénégal","Baskets","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-902727"
"1765197753-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","12 000CFA","Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-902724"
"1765197753-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","10 000CFA","Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894314"
"1765197753-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","8 000CFA","Sénégal","Claquettes enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-894267"
"1765197753-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","15 000CFA","Sénégal","Chaussures Baskets","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-baskets-894226"
"1765197753-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","8 000CFA","Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-894185"
"1765197753-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-892623"
"1765197753-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892617"
"1765197753-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892611"
"1765197753-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892593"
"1765197753-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","13 000CFA","Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-884530"
"1765197753-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","7 500CFA","Cambérène, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878809"
"1765197753-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","7 500CFA","Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878800"
"1765197753-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","15 000CFA","Cambérène, Dakar, Sénégal","Ensemble talon","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-talon-861833"
"1765197753-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-854221"
"1765197753-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","8 500CFA","Cambérène, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-848875"
"1765197753-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","Mocassins Enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-838292"
"1765197753-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures Enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-838285"
"1765197753-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-825843"
"1765197753-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-824543"
"1765197753-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813318"
"1765197753-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813303"
"1765197753-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813299"
"1765197753-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813287"
"1765197753-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813282"
"1765197753-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813272"
"1765197753-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813239"
"1765197753-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813230"
"1765197753-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813228"
"1765197753-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813226"
"1765197753-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813222"
"1765197753-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813213"
"1765197753-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813210"
"1765197753-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813206"
"1765197753-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813203"
"1765197753-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813196"
"1765197753-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-811210"
"1765197753-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Sénégal","Talons rasés","https://sn.coinafrique.com/annonce/chaussures-enfants/talons-rases-801336"
"1765197753-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Sénégal","Chaussures talons fillette","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-fillette-801329"
"1765197753-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Sénégal","Talons fillette","https://sn.coinafrique.com/annonce/chaussures-enfants/talons-fillette-801320"
"1765197753-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Biscuiterie, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799556"
"1765197753-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Petit-Mbao, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181"
"1765197753-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","Chaussures mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188"
"1765197753-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Fann, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883"
"1765197753-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Fann, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881"
"1765197753-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Fann, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879"
"1765197753-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","4 000CFA","Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468"
"1765197753-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Point E, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099"
"1765197753-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Point E, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044"
"1765197753-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Point E, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041"
"1765197753-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Point E, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038"
"1765197753-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Sénégal","Claquettes  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661"
"1765197753-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Guédiawaye, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022"
"1765197753-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Prix sur demande","Guédiawaye, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016"
"1765197968-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2061930"
"1765197968-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061928"
"1765197968-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061925"
"1765197968-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Fann, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2061921"
"1765197968-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","15 000CFA","Fann, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2059409"
"1765197968-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","1 000CFA","Rufisque, Sénégal","Chaussons bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussons-bebe-1910111"
"1765197968-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Fass, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1908886"
"1765197968-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","12 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1907189"
"1765197968-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Rufisque, Sénégal","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1906443"
"1765197968-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Rufisque, Sénégal","Chaussures / bébé fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-1906434"
"1765197968-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Rufisque, Sénégal","Chaussures bébé garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-garcon-1906399"
"1765197968-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Dakar, Sénégal","Chaussures enfant Cat & Jack","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-cat-et-jack-1873847"
"1765197968-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","2 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1860238"
"1765197968-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Grand Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1828175"
"1765197968-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Grand Yoff, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1828156"
"1765197968-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1739397"
"1765197968-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1711436"
"1765197968-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Dakar Plateau, Dakar, Sénégal","Claquettes filles","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-filles-1679922"
"1765197968-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Fass, Dakar, Sénégal","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612546"
"1765197968-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Fass, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612540"
"1765197968-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Fass, Dakar, Sénégal","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612534"
"1765197968-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Fass, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612532"
"1765197968-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1607931"
"1765197968-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Fass, Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581553"
"1765197968-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Fass, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581551"
"1765197968-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Fass, Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-1581547"
"1765197968-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Fass, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581543"
"1765197968-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1581540"
"1765197968-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","40 000CFA","Thies Nord, Thiès, Sénégal","Baskets Jordan 6","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-1566247"
"1765197968-101","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","40 000CFA","Thies Nord, Thiès, Sénégal","Baskets Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-1566225"
"1765197968-102","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Fass, Dakar, Sénégal","Sandales pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-1565794"
"1765197968-103","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1413364"
"1765197968-104","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","10 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1409266"
"1765197968-105","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1388690"
"1765197968-106","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","4 000CFA","Grand Yoff, Dakar, Sénégal","Chaussures anti-dérapantes","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-anti-derapantes-1381082"
"1765197968-107","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","12 000CFA","Grand Yoff, Dakar, Sénégal","Chaussures pour fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-fille-1369049"
"1765197968-108","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","6 000CFA","Sicap Liberté, Dakar, Sénégal","Coffrets pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/coffrets-pour-enfants-1357961"
"1765197968-109","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","9 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Claquettes pour fille","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-pour-fille-1352820"
"1765197968-110","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","HLM, Dakar, Sénégal","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-1273021"
"1765197968-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 500CFA","Guediawaye, Dakar, Sénégal","Chaussures classe","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-classe-1271193"
"1765197968-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 500CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1270845"
"1765197968-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1261223"
"1765197968-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1257492"
"1765197968-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-1243853"
"1765197968-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","Guediawaye, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1215779"
"1765197968-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1183496"
"1765197968-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1131220"
"1765197968-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1107988"
"1765197968-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1088264"
"1765197968-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","8 000CFA","Ouakam, Dakar, Sénégal","Chaussures - enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1061846"
"1765197968-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","Mocassins Enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1056625"
"1765197968-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","12 500CFA","Rufisque, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1048681"
"1765197968-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","4 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1025460"
"1765197968-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","Keur Massar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997837"
"1765197968-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","4 000CFA","Keur Massar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997786"
"1765197968-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","7 000CFA","Dakar, Sénégal","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-991150"
"1765197968-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=7","3 000CFA","M'bour, Sénégal","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-989602"
